"","V1","V2","V3","V4","V5"
"1",0.178571428571429,0.196428571428571,0.25,0.196428571428571,0.178571428571429
"2",0.2,0.181818181818182,0.218181818181818,0.2,0.2
"3",0.196428571428571,0.232142857142857,0.178571428571429,0.196428571428571,0.196428571428571
"4",0.166666666666667,0.233333333333333,0.216666666666667,0.2,0.183333333333333
"5",0.220338983050847,0.203389830508475,0.203389830508475,0.186440677966102,0.186440677966102
"6",0.175438596491228,0.192982456140351,0.210526315789474,0.245614035087719,0.175438596491228
"7",0.224137931034483,0.224137931034483,0.189655172413793,0.172413793103448,0.189655172413793
"8",0.189655172413793,0.206896551724138,0.206896551724138,0.189655172413793,0.206896551724138
"9",0.224137931034483,0.241379310344828,0.189655172413793,0.172413793103448,0.172413793103448
"10",0.210526315789474,0.192982456140351,0.175438596491228,0.192982456140351,0.228070175438596
"11",0.172413793103448,0.224137931034483,0.172413793103448,0.224137931034483,0.206896551724138
"12",0.183333333333333,0.216666666666667,0.2,0.183333333333333,0.216666666666667
"13",0.220338983050847,0.169491525423729,0.186440677966102,0.23728813559322,0.186440677966102
"14",0.254545454545455,0.181818181818182,0.181818181818182,0.2,0.181818181818182
"15",0.232142857142857,0.178571428571429,0.196428571428571,0.178571428571429,0.214285714285714
"16",0.210526315789474,0.192982456140351,0.175438596491228,0.210526315789474,0.210526315789474
"17",0.206349206349206,0.222222222222222,0.19047619047619,0.174603174603175,0.206349206349206
"18",0.19672131147541,0.180327868852459,0.19672131147541,0.180327868852459,0.245901639344262
"19",0.153846153846154,0.184615384615385,0.184615384615385,0.215384615384615,0.261538461538462
"20",0.192982456140351,0.175438596491228,0.228070175438596,0.228070175438596,0.175438596491228
"21",0.206896551724138,0.172413793103448,0.172413793103448,0.206896551724138,0.241379310344828
"22",0.232142857142857,0.214285714285714,0.178571428571429,0.196428571428571,0.178571428571429
"23",0.183333333333333,0.2,0.233333333333333,0.2,0.183333333333333
"24",0.180327868852459,0.229508196721311,0.19672131147541,0.19672131147541,0.19672131147541
"25",0.272727272727273,0.212121212121212,0.181818181818182,0.181818181818182,0.151515151515152
"26",0.228070175438596,0.192982456140351,0.192982456140351,0.192982456140351,0.192982456140351
"27",0.216216216216216,0.135135135135135,0.175675675675676,0.202702702702703,0.27027027027027
"28",0.189655172413793,0.206896551724138,0.189655172413793,0.189655172413793,0.224137931034483
"29",0.193548387096774,0.225806451612903,0.17741935483871,0.17741935483871,0.225806451612903
"30",0.192982456140351,0.175438596491228,0.210526315789474,0.228070175438596,0.192982456140351
"31",0.206896551724138,0.189655172413793,0.172413793103448,0.206896551724138,0.224137931034483
"32",0.183333333333333,0.216666666666667,0.183333333333333,0.233333333333333,0.183333333333333
"33",0.228070175438596,0.192982456140351,0.175438596491228,0.228070175438596,0.175438596491228
"34",0.232142857142857,0.178571428571429,0.196428571428571,0.178571428571429,0.214285714285714
"35",0.166666666666667,0.2,0.2,0.233333333333333,0.2
"36",0.245614035087719,0.192982456140351,0.192982456140351,0.175438596491228,0.192982456140351
"37",0.166666666666667,0.25,0.2,0.2,0.183333333333333
"38",0.181818181818182,0.2,0.236363636363636,0.2,0.181818181818182
"39",0.245614035087719,0.175438596491228,0.192982456140351,0.175438596491228,0.210526315789474
"40",0.172413793103448,0.224137931034483,0.241379310344828,0.189655172413793,0.172413793103448
"41",0.17741935483871,0.225806451612903,0.193548387096774,0.225806451612903,0.17741935483871
"42",0.203389830508475,0.220338983050847,0.186440677966102,0.220338983050847,0.169491525423729
"43",0.228070175438596,0.192982456140351,0.175438596491228,0.192982456140351,0.210526315789474
"44",0.23728813559322,0.203389830508475,0.169491525423729,0.203389830508475,0.186440677966102
"45",0.203389830508475,0.169491525423729,0.203389830508475,0.203389830508475,0.220338983050847
"46",0.186440677966102,0.169491525423729,0.186440677966102,0.203389830508475,0.254237288135593
"47",0.216666666666667,0.233333333333333,0.183333333333333,0.2,0.166666666666667
"48",0.216666666666667,0.216666666666667,0.166666666666667,0.183333333333333,0.216666666666667
"49",0.189655172413793,0.172413793103448,0.206896551724138,0.224137931034483,0.206896551724138
"50",0.203389830508475,0.203389830508475,0.220338983050847,0.186440677966102,0.186440677966102
"51",0.206896551724138,0.206896551724138,0.189655172413793,0.172413793103448,0.224137931034483
"52",0.174603174603175,0.19047619047619,0.19047619047619,0.222222222222222,0.222222222222222
"53",0.258064516129032,0.193548387096774,0.209677419354839,0.161290322580645,0.17741935483871
"54",0.192982456140351,0.192982456140351,0.228070175438596,0.192982456140351,0.192982456140351
"55",0.192982456140351,0.210526315789474,0.210526315789474,0.192982456140351,0.192982456140351
"56",0.180327868852459,0.229508196721311,0.229508196721311,0.180327868852459,0.180327868852459
"57",0.210526315789474,0.210526315789474,0.210526315789474,0.192982456140351,0.175438596491228
"58",0.228070175438596,0.228070175438596,0.175438596491228,0.192982456140351,0.175438596491228
"59",0.180327868852459,0.229508196721311,0.19672131147541,0.180327868852459,0.213114754098361
"60",0.166666666666667,0.2,0.183333333333333,0.216666666666667,0.233333333333333
"61",0.210526315789474,0.192982456140351,0.210526315789474,0.192982456140351,0.192982456140351
"62",0.228070175438596,0.192982456140351,0.192982456140351,0.192982456140351,0.192982456140351
"63",0.2,0.246153846153846,0.230769230769231,0.153846153846154,0.169230769230769
"64",0.169230769230769,0.169230769230769,0.215384615384615,0.169230769230769,0.276923076923077
"65",0.192982456140351,0.192982456140351,0.192982456140351,0.245614035087719,0.175438596491228
"66",0.23728813559322,0.169491525423729,0.186440677966102,0.186440677966102,0.220338983050847
"67",0.227272727272727,0.151515151515152,0.196969696969697,0.257575757575758,0.166666666666667
